ID,小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
10667,幸福村小区,1室0厅,40.04,杨浦,高区/7层,朝南,238,59440,1995年建
10668,安图路2弄,1室1厅,44.36,杨浦,高区/6层,朝西南,230,51848,
10669,永吉路97弄,2室1厅,67.79,杨浦,高区/7层,朝南,430,63431,1993年建
10670,辽源一村,2室1厅,53.49,杨浦,高区/6层,朝南北,340,63563,1985年建
10671,九州公寓,2室2厅,97.26,杨浦,中区/19层,朝南,725,74542,1996年建
10672,中通大厦,1室2厅,79.12,杨浦,低区/29层,朝南北,345,43604,
10673,殷行路430弄,3室1厅,90.11,杨浦,高区/7层,朝南北,450,49938,1996年建
10674,铁路新村（杨浦）,1室0厅,32.1,杨浦,高区/7层,朝南,250,77881,1985年建
10675,凤城六村,2室2厅,91.61,杨浦,高区/20层,朝南,600,65495,1998年建
10676,双花公寓,2室1厅,88.3,杨浦,中区/19层,朝南北,650,73612,
10677,中原路34弄,2室2厅,77.57,杨浦,高区/7层,朝南北,500,64457,1998年建
10678,兰花新村,2室1厅,54,杨浦,高区/6层,朝南北,327,60555,1982年建
10679,国和二村,1室1厅,39.41,杨浦,高区/6层,朝南,260,65973,1990年建
10680,三湘未来海岸,2室2厅,51.4,杨浦,中区/10层,朝东,290,56420,2013年建
10681,延吉东路137弄,1室1厅,34.23,杨浦,低区/6层,朝南,230,67192,1990年建
10682,延吉东路125弄,2室1厅,57.76,杨浦,中区/6层,朝南北,360,62326,1990年建
10683,殷行一村,1室0厅,32.49,杨浦,中区/5层,朝南,180,55401,1984年建
10684,兴浦新村,2室2厅,66.12,杨浦,低区/6层,朝南,338,51119,1994年建
10685,眉州路100弄,1室1厅,36.86,杨浦,高区/7层,朝南,220,59685,1991年建
10686,圣骊河滨苑,2室2厅,83.31,杨浦,中区/33层,朝南,750,90025,2009年建
10687,殷行一村,2室0厅,48.84,杨浦,高区/6层,朝南北,249,50982,1985年建
10688,新江湾城雍景苑,3室2厅,136.52,杨浦,高区/11层,朝南北,1035,75813,2006年建
10689,创智坊（公寓）,3室2厅,153.55,杨浦,高区/7层,朝南北,1600,104200,2008年建
10690,丹江新苑,2室2厅,103.72,杨浦,高区/23层,朝南北,750,72310,
10691,星云苑,3室2厅,126.3,杨浦,低区/8层,朝南北,850,67300,2007年建
10692,涵碧景苑,2室2厅,99.7,杨浦,中区/11层,朝南北,810,81243,2008年建
10693,城市名园,2室2厅,92.73,杨浦,高区/17层,朝南北,535,57694,2005年建
10694,正文花园（二期）,3室2厅,137.36,杨浦,中区/6层,朝南,928,67559,2003年建
10695,惠浦大厦,3室2厅,149.89,杨浦,中区/20层,朝西南,975,65047,2000年建
10696,合生江湾国际公寓,3室2厅,123,杨浦,低区/11层,朝南北,950,77235,2008年建
10697,殷行路470弄,2室1厅,59.27,杨浦,低区/6层,朝南北,320,53990,1994年建
10698,体院小区,1室1厅,40.04,杨浦,中区/5层,朝南,242,60439,1993年建
10699,民治路12弄,2室1厅,51.3,杨浦,高区/5层,朝南,258,50292,1980年建
10700,眉州路100弄,2室1厅,52.65,杨浦,中区/7层,朝南北,310,58879,1991年建
10701,民欣苑,2室2厅,80.47,杨浦,高区/7层,朝东南,396,49210,1998年建
10702,长海三村,2室1厅,73.18,杨浦,高区/6层,朝南,435,59442,1995年建
10703,申润江涛苑,3室2厅,138.94,杨浦,低区/28层,朝南北,1650,118756,2008年建
10704,广杭苑,2室2厅,107.55,杨浦,低区/10层,朝南北,680,63226,2003年建
10705,建德国际公寓,2室2厅,83.32,杨浦,低区/12层,朝南北,660,79212,2007年建
10706,保利香槟苑,2室2厅,91.26,杨浦,高区/16层,朝南,810,88757,2008年建
10707,合生江湾国际公寓,3室2厅,132.89,杨浦,中区/11层,朝南北,1150,86537,2008年建
10708,圣骊河滨苑,2室2厅,83.31,杨浦,中区/33层,朝南,750,90025,2009年建
10709,星云苑,3室2厅,125.08,杨浦,高区/11层,朝南北,870,69555,2007年建
10710,海鹏苑,3室2厅,145.58,杨浦,高区/6层,朝南,670,46022,1997年建
10711,莱茵半岛,5室3厅,231.18,杨浦,低区/11层,朝南,1380,59693,2002年建
10712,合生江湾国际公寓,2室2厅,107.67,杨浦,低区/14层,朝南北,760,70586,
10713,殷行路250弄,2室1厅,59.98,杨浦,高区/5层,朝南北,310,51683,1989年建
10714,殷行路310弄,1室1厅,46.21,杨浦,中区/5层,朝南,253,54750,1994年建
10715,市政家园,2室1厅,70.76,杨浦,高区/7层,朝南北,360,50876,1996年建
10716,东外滩1号,2室2厅,91.04,杨浦,高区/32层,朝南北,720,79086,2012年建
10717,延吉四村,2室0厅,47.4,杨浦,低区/6层,朝西南,315,66455,1985年建
10718,尚浦名邸,2室2厅,123.16,杨浦,高区/17层,朝南,1160,94186,2015年建
10719,市光三村,1室0厅,35.73,杨浦,低区/6层,朝南,218,61013,1993年建
10720,控江五村,2室1厅,94.65,杨浦,中区/5层,朝南,460,48600,1999年建
10721,国顺路394号,1室0厅,33.71,杨浦,低区/5层,朝南,190,56363,1981年建
10722,九龙仓玺园,4室2厅,228.43,杨浦,中区/13层,朝南北,1850,80987,2012年建
10723,江湾翰林,4室2厅,198.23,杨浦,高区/15层,朝南,1900,95848,
10724,财大小区,1室1厅,41.1,杨浦,中区/6层,朝南,252,61313,1995年建
10725,密云小区,1室1厅,41.73,杨浦,高区/6层,朝南北,350,83872,1984年建
10726,润地华庭,3室2厅,141.82,杨浦,高区/18层,朝南北,1430,100832,2014年建
10727,绿地海珀璞晖,3室2厅,102.08,杨浦,中区/18层,朝南北,1050,102860,2014年建
10728,民京路837弄,3室1厅,96.31,杨浦,中区/7层,朝南,500,51915,1997年建
10729,市光路60弄,2室1厅,61.38,杨浦,中区/4层,朝南,370,60280,1993年建
10730,黑山小区,1室0厅,30.84,杨浦,高区/4层,朝西,180,58365,1986年建
10731,翔顺公寓,2室2厅,74,杨浦,中区/6层,朝南,480,64864,2000年建
10732,旭辉江湾墅,4室2厅,229.13,杨浦,高区/7层,朝南北,1850,80740,
10733,控江四村,1室0厅,38.35,杨浦,中区/5层,朝北,178,46414,
10734,公交新村,2室0厅,48.41,杨浦,高区/7层,朝南北,345,71266,1994年建
10735,东方名城,2室2厅,101.7,杨浦,低区/11层,朝南北,708,69616,2004年建
10736,华谊星城名苑,3室2厅,130.1,杨浦,低区/17层,朝南北,1000,76863,2006年建
10737,延吉二村,2室1厅,51.46,杨浦,中区/6层,朝南北,350,68013,
10738,延吉中路117弄,1室1厅,40.15,杨浦,低区/6层,朝南,255,63511,
10739,密云小区,1室1厅,37.07,杨浦,中区/6层,朝南,345,93067,1986年建
10740,东银茗苑,2室2厅,92.98,杨浦,中区/7层,朝南北,750,80662,2001年建
10741,佳泰花园,2室2厅,87.71,杨浦,低区/6层,朝南,645,73537,2001年建
10742,鞍山六村,1室0厅,35.37,杨浦,中区/4层,朝南,234,66157,1953年建
10743,翔殷四村,2室1厅,64.29,杨浦,中区/6层,朝西南,315,48996,1997年建
10744,市光三村,3室1厅,80.81,杨浦,低区/6层,朝南北,416,51478,1994年建
10745,和平花苑,2室2厅,108.19,杨浦,低区/38层,朝南,858,79304,2005年建
10746,市光一村,2室1厅,66.68,杨浦,中区/18层,朝西南,360,53989,1993年建
10747,文化花园香榭丽苑,4室2厅,187.95,杨浦,高区/11层,朝南北,1050,55865,1999年建
10748,尚浦名邸,3室2厅,195.71,杨浦,中区/17层,朝南北,1600,81753,
10749,市光二村,2室1厅,74.09,杨浦,高区/6层,朝,430,58037,1994年建
10750,控江路802弄,1室0厅,24.26,杨浦,中区/5层,朝北,158,65127,1969年建
10751,翔殷路491弄,2室0厅,49.41,杨浦,中区/6层,朝南,320,64764,1993年建
10752,建发璟墅,5室2厅,344.39,杨浦,高区/4层,朝南北,2300,66784,
10753,九龙仓玺园,2室2厅,136.57,杨浦,高区/11层,朝南北,1300,95189,2012年建
10754,控江六村,1室1厅,33.97,杨浦,中区/5层,朝南,260,76538,1966年建
10755,敦化路2弄,1室1厅,34.87,杨浦,高区/6层,朝南,212,60797,
10756,东方名城,3室2厅,123.66,杨浦,低区/11层,朝南北,770,62267,
10757,新江湾城雍景苑,2室2厅,106.1,杨浦,中区/12层,朝南北,760,71630,2006年建
10758,眉州路515弄,1室1厅,37.14,杨浦,中区/7层,朝南北,255,68659,1991年建
10759,国顺路300弄,2室1厅,52.35,杨浦,高区/6层,朝南,350,66857,1985年建
10760,凤城三村,1室1厅,41.94,杨浦,中区/5层,朝东北,248,59132,1956年建
10761,同济绿园,2室2厅,100.88,杨浦,高区/11层,朝南北,980,97145,2003年建
10762,林绿家园,2室0厅,47.28,杨浦,中区/4层,朝南,305,64509,1980年建
10763,凤城三村,1室1厅,33.95,杨浦,中区/5层,朝南,220,64801,1975年建
10764,星鸿佳苑,1室1厅,53.7,杨浦,低区/6层,朝南北,360,67039,2005年建
10765,圣骊名苑,2室1厅,83.39,杨浦,高区/24层,朝南,700,83942,
10766,中原路28弄,3室1厅,99.58,杨浦,中区/18层,朝南北,590,59248,
10767,工农四村星源公寓,2室1厅,76,杨浦,高区/6层,朝南,435,57236,1997年建
10768,政民花苑,2室1厅,63.11,杨浦,低区/6层,朝南北,458,72571,1994年建
10769,市光路60弄,2室1厅,66,杨浦,高区/6层,朝南,360,54545,1996年建
10770,政通路285弄,2室1厅,49.6,杨浦,高区/6层,朝南北,378,76209,1982年建
10771,海杨公寓,3室2厅,119.45,杨浦,高区/7层,朝南,830,69485,1999年建
10772,怡福苑,2室2厅,80,杨浦,低区/23层,朝西北,580,72500,
10773,财大小区,1室2厅,50.46,杨浦,中区/6层,朝南,338,66983,1996年建
10774,密云小区,1室1厅,39.63,杨浦,低区/6层,朝南北,380,95886,1984年建
10775,市光二村,1室1厅,37.75,杨浦,高区/6层,朝南,205,54304,1990年建
10776,广远新村,2室0厅,52.18,杨浦,中区/5层,朝南,310,59409,
10777,控江路1200弄,2室0厅,35.65,杨浦,低区/5层,朝南北,300,84151,2001年建
10778,安居花苑,2室2厅,82.9,杨浦,中区/7层,朝南,495,59710,1999年建
10779,九龙仓玺园,2室2厅,152,杨浦,低区/13层,朝南北,1230,80921,2012年建
10780,明园村小区,2室0厅,49.74,杨浦,低区/6层,朝南,320,64334,1977年建
10781,国顺路400弄,1室1厅,41,杨浦,中区/6层,朝南,270,65853,1981年建
10782,同济新村,2室1厅,52.54,杨浦,高区/6层,朝南北,410,78035,
10783,国和一村,2室1厅,59.61,杨浦,高区/6层,朝南,352,59050,1993年建
10784,延吉中路117弄,1室0厅,30.5,杨浦,中区/5层,朝南,200,65573,
10785,创智坊（公寓）,2室2厅,116.14,杨浦,高区/7层,朝南北,959,82572,2006年建
10786,浦江风景苑,3室2厅,101.65,杨浦,中区/8层,朝南北,880,86571,2003年建
10787,市光二村,2室1厅,71.66,杨浦,高区/18层,朝东南,430,60005,1992年建
10788,银河经典苑,3室2厅,125.28,杨浦,高区/6层,朝南北,800,63856,1999年建
10789,冶金公寓,3室0厅,74.35,杨浦,低区/20层,朝南,590,79354,1988年建
10790,翔殷路491弄,1室0厅,35.74,杨浦,高区/6层,朝南,203,56799,1993年建
10791,长海一村,1室1厅,41.61,杨浦,中区/6层,朝南,240,57678,1994年建
10792,上焊大楼,1室1厅,45.62,杨浦,低区/16层,朝南,300,65760,1993年建
10793,保辉香景园,2室2厅,121.1,杨浦,高区/16层,朝南北,1180,97440,2012年建
10794,富天苑,3室2厅,108.78,杨浦,低区/6层,朝南北,738,67843,2001年建
10795,新凤城,1室2厅,60.3,杨浦,低区/25层,朝南,520,86235,2005年建
10796,市光三村,2室1厅,56.59,杨浦,中区/6层,朝南北,300,53012,1995年建
10797,双花公寓,2室1厅,69.08,杨浦,中区/19层,朝南北,480,69484,
10798,宏翔公寓,2室1厅,80.46,杨浦,低区/6层,朝南,550,68356,1999年建
10799,九龙仓玺园,3室2厅,146.17,杨浦,中区/10层,朝南北,1310,89621,2012年建
10800,现代星洲城,4室2厅,182.83,杨浦,高区/11层,朝南北,1400,76573,2002年建
10801,工农三村,2室1厅,57.9,杨浦,高区/6层,朝南,360,62176,1991年建
10802,同济绿园,3室2厅,128.68,杨浦,低区/18层,朝南北,1228,95430,2003年建
10803,控江路1197弄,1室1厅,41.26,杨浦,低区/7层,朝南,250,60591,1997年建
10804,铁路新村（杨浦）,2室1厅,46.5,杨浦,高区/6层,朝南,300,64516,1982年建
10805,梅林公寓,2室1厅,63.08,杨浦,中区/20层,朝东,320,50729,
10806,开鲁五村,1室1厅,41.2,杨浦,高区/6层,朝南,235,57038,1989年建
10807,仁缘坊,3室2厅,117.77,杨浦,低区/6层,朝南,780,66230,2001年建
10808,东上海中心,2室1厅,85.46,杨浦,低区/24层,朝南,630,73718,2008年建
10809,长海一村,2室1厅,59.76,杨浦,高区/6层,朝南北,299,50033,1994年建
10810,凤城五村,1室1厅,38.72,杨浦,高区/6层,朝南,255,65857,1988年建
10811,殷行二村,2室1厅,68.6,杨浦,低区/6层,朝南,380,55393,1982年建
10812,长眉小区,2室0厅,48.95,杨浦,高区/7层,朝南,278,56792,1994年建
10813,凤城三村,1室1厅,31.45,杨浦,高区/5层,朝南,215,68362,
10814,建设公寓,3室2厅,109.65,杨浦,中区/6层,朝南,585,53351,
10815,沧州路180弄,2室1厅,71.72,杨浦,高区/6层,朝南,460,64138,1987年建
10816,殷行路301弄,2室1厅,64.05,杨浦,低区/6层,朝南,360,56206,1997年建
10817,浣纱五村,2室1厅,92.31,杨浦,高区/25层,朝东北,520,56331,1997年建
10818,市光三村,1室1厅,44.05,杨浦,中区/6层,朝南,250,56753,1993年建
10819,合生高尔夫公寓,2室2厅,96.65,杨浦,中区/21层,朝南北,890,92084,2010年建
10820,长白三村,1室0厅,39.51,杨浦,低区/5层,朝南,220,55682,2010年建
10821,霍兰公寓,2室1厅,84.03,杨浦,中区/24层,朝南,530,63072,1994年建
10822,江浦路2009弄,2室0厅,46.71,杨浦,高区/7层,朝南,300,64226,
10823,长海四村,1室1厅,45.22,杨浦,中区/6层,朝南,268,59265,1995年建
10824,广杭苑,2室2厅,110.71,杨浦,中区/7层,朝南北,620,56002,1997年建
10825,翔顺公寓,1室1厅,51,杨浦,高区/6层,朝南北,265,51960,1998年建
10826,工农二村,2室1厅,92.45,杨浦,中区/16层,朝南北,470,50838,1991年建
10827,创智坊（公寓）,2室2厅,125.39,杨浦,中区/8层,朝南北,980,78156,2006年建
10828,双辽新村,1室1厅,29.45,杨浦,低区/7层,朝南,208,70628,1991年建
10829,绿景家苑,2室2厅,114.51,杨浦,低区/6层,朝南北,680,59383,2000年建
10830,宏翔公寓,4室3厅,171.01,杨浦,高区/5层,朝南北,780,45611,1999年建
10831,翔殷路505弄,3室1厅,91.66,杨浦,高区/6层,朝南,550,60004,1997年建
10832,水月坊,3室1厅,86.46,杨浦,高区/28层,朝南,630,72866,2011年建
10833,鞍山一村,1室1厅,34.47,杨浦,中区/5层,朝南,230,66724,1964年建
10834,莱茵半岛,3室2厅,131.37,杨浦,中区/8层,朝南北,880,66986,2002年建
10835,创智坊（公寓）,2室2厅,114.21,杨浦,中区/7层,朝东,848,74249,2006年建
10836,兰花教师公寓,3室2厅,130.88,杨浦,高区/5层,朝南北,950,72585,1999年建
10837,大运盛城,3室2厅,133.23,杨浦,中区/28层,朝南北,938,70404,
10838,椰泰公寓,3室3厅,162.97,杨浦,高区/5层,朝南,869,53322,1999年建
10839,公交新村,3室2厅,99.84,杨浦,中区/6层,朝南北,730,73116,1995年建
10840,金宇名邸,3室2厅,113.73,杨浦,高区/18层,朝南北,850,74738,2007年建
10841,宝地东花园,2室2厅,105.81,杨浦,高区/26层,朝南,920,86948,2008年建
10842,国和路500弄,3室1厅,80,杨浦,高区/7层,朝南北,500,62500,1995年建
10843,保辉香景园,4室2厅,177.73,杨浦,高区/16层,朝南北,1680,94525,2012年建
10844,怡佳苑,1室1厅,42.13,杨浦,中区/7层,朝南,280,66460,1994年建
10845,本溪路149弄,1室0厅,31.43,杨浦,中区/5层,朝南,195,62042,1969年建
10846,兴浦新村,2室1厅,60.85,杨浦,高区/6层,朝南北,280,46014,1997年建
10847,九龙仓玺园,3室2厅,173.99,杨浦,中区/10层,朝南北,1600,91959,2012年建
10848,控江四村,1室1厅,26.49,杨浦,高区/4层,朝北,190,71725,
10849,鞍山四村第二小区,2室0厅,40.95,杨浦,高区/5层,朝南,315,76923,1980年建
10850,中通大厦,1室1厅,66.37,杨浦,中区/29层,朝北,280,42187,
10851,皇朝新城,2室2厅,121.65,杨浦,中区/26层,朝,850,69872,
10852,长白三村,2室0厅,44,杨浦,高区/6层,朝南,268,60909,1979年建
10853,和平花苑,3室2厅,135.36,杨浦,高区/38层,朝西南,1058,78161,2005年建
10854,张家浜小区,2室1厅,54.37,杨浦,中区/7层,朝南北,390,71730,1993年建
10855,金上海家园,2室2厅,102.28,杨浦,高区/13层,朝南北,930,90926,2004年建
10856,双辽路200弄,1室0厅,31.01,杨浦,高区/6层,朝南,200,64495,1990年建
10857,阳明新城,2室1厅,66.9,杨浦,中区/35层,朝西南,520,77727,
10858,控江路645弄,1室0厅,31.31,杨浦,高区/6层,朝南,186,59405,1984年建
10859,华丰大楼,2室2厅,108.42,杨浦,低区/17层,朝南北,720,66408,1996年建
10860,殷行路301弄,2室1厅,66.76,杨浦,高区/6层,朝南,400,59916,1997年建
10861,海尚佳园,2室2厅,82.32,杨浦,低区/11层,朝南北,730,88678,
10862,眉州路515弄,1室1厅,33.78,杨浦,高区/7层,朝南,230,68087,1991年建
10863,茗苑,2室1厅,79.57,杨浦,高区/7层,朝南,500,62837,1997年建
10864,民欣苑,3室1厅,111.3,杨浦,中区/6层,朝南,666,59838,1998年建
10865,延吉二村,2室0厅,46.81,杨浦,高区/6层,朝南北,315,67293,1984年建
10866,霍兰公寓,2室1厅,76.61,杨浦,中区/29层,朝南,545,71139,1993年建
10867,松花一村,2室0厅,50.52,杨浦,中区/6层,朝南北,350,69279,
10868,靖宇东路85弄,2室1厅,76.44,杨浦,中区/7层,朝南北,485,63448,
10869,鞍山一村,4室2厅,150.76,杨浦,低区/6层,朝南,1080,71637,1995年建
10870,华丰大楼,3室1厅,114.07,杨浦,中区/17层,朝,700,61365,1996年建
10871,开鲁三村,1室0厅,31.65,杨浦,中区/5层,朝南,192,60663,1991年建
10872,杨浦欣园,2室1厅,76.69,杨浦,低区/17层,朝南北,510,66501,2005年建
10873,市光一村,2室1厅,53.44,杨浦,高区/6层,朝南,305,57073,1987年建
10874,现代星洲城,2室2厅,107.25,杨浦,高区/15层,朝南北,850,79254,2002年建
10875,海上硕和城,3室2厅,134.98,杨浦,低区/18层,朝南北,1208,89494,2008年建
10876,控江四村,2室1厅,57,杨浦,低区/6层,朝南,350,61403,
10877,凤城二村,2室1厅,59.13,杨浦,中区/5层,朝南北,350,59191,
10878,中通大厦,3室2厅,134.93,杨浦,高区/29层,朝西南,450,33350,
10879,海上硕和城,3室2厅,134.98,杨浦,高区/18层,朝南北,1215,90013,2008年建
10880,鑫隆公寓,4室2厅,151.15,杨浦,高区/6层,朝南北,970,64174,1996年建
10881,文化花园明珠苑,2室2厅,102.11,杨浦,高区/7层,朝南北,695,68063,2001年建
10882,黄兴路1001号,2室0厅,58.46,杨浦,高区/6层,朝南,330,56448,1982年建
10883,大运盛城,3室2厅,123.17,杨浦,低区/11层,朝南,828,67224,2000年建
10884,文化佳园,2室2厅,100.64,杨浦,中区/9层,朝南北,830,82472,2002年建
10885,国和二村,1室1厅,41.31,杨浦,高区/6层,朝南,213,51561,1989年建
10886,望春都市家园,2室2厅,114.76,杨浦,低区/9层,朝南北,750,65353,1999年建
10887,延吉七村,2室1厅,45.93,杨浦,低区/6层,朝南,260,56607,1986年建
10888,翔顺公寓,1室1厅,49.55,杨浦,低区/6层,朝南,290,58526,1997年建
10889,海杨公寓,2室1厅,107.73,杨浦,低区/24层,朝南北,730,67761,
10890,城市名园,1室2厅,81.41,杨浦,中区/30层,朝南,500,61417,2005年建
10891,公园3000,4室2厅,176.08,杨浦,低区/12层,朝南北,1350,76669,2003年建
10892,建德国际公寓,2室2厅,112.02,杨浦,低区/10层,朝南北,785,70076,2007年建
10893,城市方园,2室1厅,71.8,杨浦,低区/34层,朝南,365,50835,2011年建
10894,三湘未来海岸,1室1厅,62,杨浦,中区/9层,朝南,290,46774,2013年建
10895,明园坊,1室1厅,41.5,杨浦,高区/6层,朝南北,300,72289,1993年建
10896,凤城三村,1室0厅,29,杨浦,中区/5层,朝西北,160,55172,
10897,秦家弄小区,1室0厅,33,杨浦,中区/7层,朝北,200,60606,
10898,延吉六村,1室1厅,43.76,杨浦,低区/12层,朝南,255,58272,1987年建
10899,九龙仓玺园,3室2厅,167.64,杨浦,低区/12层,朝南北,1430,85301,2012年建
10900,金鹏花园,3室2厅,96.6,杨浦,低区/24层,朝东北,600,62111,1998年建
10901,协友公寓,1室1厅,66.6,杨浦,高区/22层,朝南,532,79879,2003年建
10902,保辉香景园,3室2厅,157.8,杨浦,低区/16层,朝南北,1360,86185,2012年建
10903,兰花新村,1室0厅,29.06,杨浦,高区/6层,朝南,220,75705,1983年建
10904,民星住宅小区,2室1厅,60.14,杨浦,高区/18层,朝东南,320,53209,1993年建
10905,三门路510弄,2室1厅,62.23,杨浦,高区/7层,朝南北,350,56242,1995年建
10906,控江五村,1室0厅,34.74,杨浦,中区/5层,朝南,200,57570,
10907,海尚佳园,1室2厅,79.21,杨浦,中区/17层,朝南,650,82060,2006年建
10908,现代星洲城,2室2厅,104.58,杨浦,高区/15层,朝南北,846,80895,2002年建
10909,杨浦欣园,2室2厅,76.18,杨浦,高区/17层,朝南北,580,76135,2005年建
10910,东岸新里,2室1厅,74.04,杨浦,高区/13层,朝南北,610,82387,2011年建
10911,国顺路400弄,2室1厅,53.43,杨浦,低区/6层,朝南北,372,69623,1982年建
10912,锦杨苑,2室2厅,117.57,杨浦,高区/23层,朝南北,860,73147,2000年建
10913,市光一村,1室1厅,49.04,杨浦,高区/6层,朝南北,280,57096,1987年建
10914,财大小区,1室1厅,50.47,杨浦,高区/6层,朝南,330,65385,1996年建
10915,平凉小区,2室1厅,63,杨浦,中区/19层,朝南,455,72222,1998年建
10916,靖宇东路85弄,1室1厅,33.85,杨浦,中区/6层,,210,62038,1968年建
10917,邯郸小区,3室2厅,94.5,杨浦,中区/7层,朝南北,605,64021,1995年建
10918,东方蓝海国际广场,1室2厅,62.53,杨浦,低区/24层,朝南,310,49576,2013年建
10919,东方蓝海国际广场,1室1厅,61.25,杨浦,低区/24层,朝南,400,65306,2013年建
10920,圣骊河滨苑,2室2厅,84.78,杨浦,中区/31层,朝南,720,84925,2012年建
10921,长海三村,1室1厅,34.68,杨浦,低区/5层,朝南,210,60553,1994年建
10922,合生江湾国际公寓,2室2厅,110.97,杨浦,高区/18层,朝南北,833,75065,2012年建
10923,新江湾时代花园,2室1厅,78.1,杨浦,低区/6层,朝南北,580,74263,2000年建
10924,三湘世纪花城,2室2厅,102.56,杨浦,低区/6层,朝南北,800,78003,2002年建
10925,盛世豪园（一期）,2室2厅,88.21,杨浦,低区/18层,朝南,680,77088,2007年建
10926,合生江湾国际公寓,2室2厅,104.93,杨浦,低区/14层,朝南北,760,72429,2007年建
10927,盛世豪园（一期）,2室2厅,101.74,杨浦,低区/18层,朝南北,760,74700,2007年建
10928,同济西苑,3室2厅,107.46,杨浦,高区/21层,朝西南,810,75376,1999年建
10929,泰宝华庭（公寓）,2室2厅,89,杨浦,中区/8层,朝南北,760,85393,2011年建
10930,泰宝华庭（公寓）,2室2厅,89.19,杨浦,高区/6层,朝南,760,85211,2011年建
10931,合生江湾国际公寓,2室2厅,103.3,杨浦,低区/11层,朝南北,830,80348,
10932,辽源一村,1室0厅,34.39,杨浦,中区/6层,朝南,235,68333,1986年建
10933,银亿领墅,4室3厅,363.54,杨浦,地上6层,(进门) 北,2350,64642,
10934,武川路105弄,2室0厅,47.26,杨浦,高区/5层,朝南北,255,53956,1977年建
10935,珠江香樟南园,2室2厅,98.58,杨浦,低区/16层,朝南北,780,79123,
10936,仁恒怡庭,4室3厅,341.2,杨浦,低区/5层,朝南北,2450,71805,2011年建
10937,东方蓝海国际广场,3室2厅,191.81,杨浦,高区/24层,朝北,950,49528,2013年建
10938,兴浦新村,2室1厅,60.41,杨浦,中区/6层,朝南北,288,47674,1994年建
10939,武川路222弄,2室1厅,51.72,杨浦,中区/5层,朝南北,289,55877,1980年建
10940,松花江路40弄,2室0厅,49.66,杨浦,中区/6层,朝南北,280,56383,1982年建
10941,兴浦新村,2室1厅,60.6,杨浦,低区/6层,朝南北,300,49504,1997年建
10942,五彩星辰,3室1厅,109,杨浦,中区/6层,朝南北,650,59633,2000年建
10943,书香银苑,2室2厅,91.66,杨浦,低区/8层,朝南北,780,85097,2009年建
10944,盛世豪园（一期）,2室2厅,88.21,杨浦,低区/18层,朝南,650,73687,2007年建
10945,兴浦新村,2室1厅,70.92,杨浦,低区/6层,朝南,345,48646,1997年建
10946,松花江路40弄,2室0厅,47.5,杨浦,中区/6层,朝南,290,61052,1981年建
10947,城市名园,2室2厅,93.49,杨浦,高区/17层,朝南北,560,59899,2005年建
10948,同济欣苑,2室1厅,55.95,杨浦,高区/6层,朝南北,400,71492,1993年建
10949,武川路245弄,1室0厅,34.22,杨浦,中区/6层,朝南北,275,80362,1987年建
10950,长海三村,2室1厅,57.42,杨浦,高区/6层,朝南北,340,59212,1994年建
10951,城市庭园,2室2厅,89.59,杨浦,中区/14层,朝南北,560,62506,2008年建
10952,顺达苑,2室2厅,88.62,杨浦,中区/6层,朝南北,530,59805,
10953,国和路611弄,2室1厅,49.21,杨浦,低区/6层,朝南,300,60963,1995年建
10954,合生江湾国际公寓,3室2厅,147.94,杨浦,低区/17层,朝南北,1050,70974,
10955,武川路245弄,1室1厅,38.8,杨浦,高区/6层,朝南,225,57989,1987年建
10956,韵都城,3室2厅,130.86,杨浦,低区/14层,朝南北,920,70304,2003年建
10957,兴浦新村,2室1厅,70.78,杨浦,高区/6层,朝南,350,49448,1994年建
10958,控江路59弄,1室0厅,38.06,杨浦,低区/6层,朝南,245,64372,1987年建
10959,广杭苑,3室2厅,150.04,杨浦,中区/12层,朝南,1200,79978,2003年建
10960,华润置地橡树湾,1室2厅,62.59,杨浦,中区/16层,朝南,606,96820,2009年建
10961,韵都城,2室2厅,106.09,杨浦,低区/17层,朝南,760,71637,2007年建
10962,延吉东路130弄,1室1厅,35.79,杨浦,中区/6层,朝南,220,61469,
10963,工农四村星源绿苑,2室1厅,59.05,杨浦,低区/6层,朝南北,330,55884,1996年建
10964,吉浦小区,2室2厅,101.31,杨浦,低区/20层,朝南,550,54288,1996年建
10965,杨浦大厦,3室2厅,167.17,杨浦,低区/24层,朝南北,980,58622,1996年建
10966,明月坊,1室1厅,42.83,杨浦,高区/28层,朝南,310,72379,2013年建
10967,凤城六村,1室1厅,46.29,杨浦,中区/6层,朝南北,360,77770,1995年建
10968,控江五村,1室0厅,37.49,杨浦,中区/5层,朝南,210,56014,1999年建
10969,殷行路305弄,2室0厅,51.05,杨浦,中区/5层,朝南北,245,47992,1994年建
10970,市光一村,2室1厅,60.42,杨浦,中区/6层,朝南,355,58755,1998年建
10971,市光路60弄,2室1厅,66,杨浦,中区/6层,朝南,370,56060,1996年建
10972,御翠豪庭,1室2厅,91.26,长宁,高区/28层,朝南北,960,105193,
10973,番禺大厦,2室0厅,60.84,长宁,中区/29层,朝东,400,65746,
10974,仙城小区,2室1厅,59.42,长宁,高区/6层,朝南,350,58902,1994年建
10975,又一村（长宁）,2室2厅,59.47,长宁,高区/7层,朝南北,465,78190,1993年建
